,соотношение матрица-наполнитель,"плотность, кг/м3","модуль упругости, гпа","количество отвердителя, м.%","содержание эпоксидных групп,%_2","температура вспышки, с_2","поверхностная плотность, г/м2","модуль упругости при растяжении, гпа","прочность при растяжении, мпа","потребление смолы, г/м2","угол нашивки, град",шаг нашивки,плотность нашивки
81,0.5815347788105844,0.7710211798871418,0.045332339836636835,0.7143790787794115,0.6542311237582303,0.3972669696281992,0.7842005686766826,0.5496929256095813,0.3254226351166434,0.8060495647433106,0.0,0.6562712495542957,0.4831678335920433
82,0.6946036091092701,0.23641457153189727,0.5942119069989702,0.4453820984343479,0.3125149635149831,0.3165458190911492,0.6785907291390808,0.6567253712622927,0.2717107170615647,0.43509220994386777,0.0,0.7360558089844474,0.7519341520886141
83,0.3348664766114833,0.37228567088585596,0.5793281382250852,0.5454397504599386,0.47385362774336914,0.7497023391773936,0.5259338463608667,0.09286383088745342,0.36214005342022004,0.16037980257201653,0.0,0.799872343265936,0.17590184929282127
84,0.31341276928199147,0.48412496787795156,0.275238280051959,0.6464586663205274,0.46377231158189214,0.783954041741489,0.6288120071552239,0.6586189053236255,0.5425713465508754,0.5943651739090345,0.0,0.751570124749071,0.6310695237890324
85,0.6304138780252976,0.5358772740744513,0.49468581832739567,0.44667843981106,0.15503478275005045,0.37234601439547066,0.31988336297135445,0.4387609301284172,0.482745290332549,0.7247307479078615,0.0,0.5096095659877788,0.3574597987943201
86,0.7813675466192357,0.24314489767614234,0.3383561670864111,0.17353558551935788,0.7800768272483087,0.5327689108469988,0.18300788814111635,0.6862486649638004,0.37127194456783374,0.42344381261257424,0.0,0.5474148708302343,0.1652298486871926
87,0.6893611725009964,0.3644699038017265,0.8141029740506633,0.6164479153124307,0.4185378326118594,0.6021885646115974,0.03745739613224829,0.32308518840441725,0.749324854984733,0.4917407247436627,0.0,0.8655958236574203,0.36940116819924196
88,0.4322383204332457,0.5954977550812002,0.1496635021172404,0.28414616112671714,0.46596799855048876,0.12884161037179664,0.4252510450171655,0.5558276676563789,0.3148170099629185,0.3746669251496634,0.0,0.6687819227925175,0.36541813069683016
89,0.6121415556989012,0.597520590085554,0.6425648463971063,0.22878112025595498,0.47634373063381497,0.8059192829407218,0.35803169958071296,0.22752633918274334,0.738324302172164,0.32594498515798853,0.0,0.6876139138252418,0.18689299479446808
90,0.33590303817228884,0.5146636948476591,0.5475587993756255,0.7368792688919792,0.40121006315027996,0.6466048080992555,0.2741964006679239,0.25260670298385435,0.8312458518559266,0.37992095094616196,0.0,0.10315881600600235,0.4662215293118216
91,0.5371569710548569,0.5405169051272978,0.10497708464474304,0.09364255528434656,0.09662644063492243,0.5452446286523107,0.6142383984204378,0.601962780630771,0.45963840289069513,0.37008260641548163,0.0,0.5234829107353834,0.23221651441409474
92,0.7225551764012447,0.2575938175301209,0.4005854716397448,0.5926075556862154,0.9524762939039717,0.1976414000673361,0.2802727976840109,0.39469002529383523,0.4400958608300525,0.8498362174306759,0.0,0.6977721231347811,0.1374680021581023
93,0.3716944099871078,0.10997646396464233,0.545487726494955,0.5161207692023744,0.3574621799341027,0.4792340028160531,0.38289996135120696,0.42689998947489016,0.4720005501893977,0.21934173583562047,0.0,0.6772532189221591,0.7500952261318342
94,0.389371267552753,0.6218177532115936,0.0034327007857390276,0.14323945877921185,0.5132453815715547,0.671612540157974,0.08279641484893115,0.22456339301705164,0.45632591977721326,0.5370331345647862,0.0,0.014751722590222439,0.7099291407391123
95,0.4482166284809427,0.5627138516135952,0.6485234777084368,0.43331241684910243,0.5621209361594732,0.5292077805598585,0.27656877971100197,0.2703582015779791,0.49047102421090505,0.30725839645841424,0.0,0.5712224952385696,0.7611309424056284
96,0.9573371756099314,0.4691649275546004,0.6502993300270876,0.5145149569845515,0.9059209767927707,0.4226995287561892,0.5382592907997804,0.3765289450755853,0.4636635854880774,0.7341603966986564,0.0,0.7544781925036802,0.8306490295106707
97,0.7616665230151966,0.3932100210073175,0.4373317254641305,0.48461161086483834,0.2850476014372516,0.23358995547310535,0.0624569934942058,0.7936294832528761,0.843376088777103,0.4714236916679404,0.0,0.4870389078439838,0.36735623380324456
98,0.6506109851244619,0.593469032673279,0.5823067667163909,0.5646916234568045,0.19021416697043536,0.6021750787935143,0.00804273004429816,0.4939742214821923,0.5879537581285929,0.4863783111445117,0.0,0.7203811265675553,0.29985168547266117
99,0.6173533490162041,0.5353141890648168,0.7619340556092136,0.3847448589522204,0.6710342865550158,0.7679336324552326,0.05816570776442443,0.6698302729298256,0.5558223998538515,0.6708064560595192,0.0,0.2680495883776679,0.8686794438728823
100,0.6435807775539963,0.22257803329278136,0.4838740841227426,0.7726048023927952,0.45850270605452703,0.49779609986392015,0.06777386922310567,0.5431710607822069,0.530108142500516,0.31384659770279577,0.0,0.47795518489839994,0.3812801935612242
101,0.4977178337588213,0.3353351869340768,0.3358202352710673,0.6842706954820961,0.4447689646119555,0.6987247022506708,0.26177607199753206,0.1660493972762973,0.44336781182069385,0.42538168776671803,0.0,0.3169581596551319,0.9676594742317451
102,0.5371900355987395,0.2506569303895283,0.670173429795602,0.8271027589773023,0.10508433700148023,0.6109731677938683,0.9502997564240347,0.44578736746727987,0.11448584784966342,0.49179410455767514,0.0,0.6875349677199251,0.421533959096549
103,0.6791086093354552,0.78485118070535,0.4949592212807954,0.7630658052548172,0.557938685119701,0.43914810752840405,0.5918412282859754,0.5823314592780129,0.4582974250943229,0.28912844403798865,0.0,0.478305014826349,0.11211262078140594
104,0.6531482252798625,0.903578230234559,0.5179336804145404,0.5694652445165178,0.4412686815307616,0.2190831493324361,0.20841703822340446,0.261580517737376,0.6982747187980641,0.23147784139187624,0.0,0.4120458759023417,0.7373094137297501
105,0.7186688912038026,0.5924068302507477,0.4176399826206949,0.5728699998363422,0.632523771056005,0.40521620582361506,0.23048990916248807,0.38623523273436966,0.3864032767817914,0.33584362183353367,0.0,0.4257149333709683,0.5459092087704277
106,0.8039098509931607,0.3037715434765351,0.19758770437908454,0.2875436326070075,0.32938103286360265,0.6226720768728955,0.025494615398600387,0.5651728323464678,0.30517975124898034,0.5887106512746657,0.0,0.5498512694671669,0.5018788454809581
107,0.2334492753793694,0.4643925238170352,0.08833829087065598,0.555435842142793,0.2741653069559118,0.35768230005263746,0.7641737372163995,0.8393201762631799,0.45322231042437766,0.36606978827052794,0.0,0.12392363254833347,0.681263914773297
108,0.3504435320721302,0.7744723261086914,0.1050976980872879,0.2673818716726582,0.40288617930777804,0.6189201568574039,0.5512790326284186,0.5313755238149085,0.3544240625246148,0.425907112231642,0.0,0.4015689899412002,0.6702733436631932
109,0.3398175518380294,0.6293806829029522,0.18898373006743932,0.3979686913053338,0.28171864169112126,0.3821878229453948,0.10104401385552532,0.4917232900582622,0.5100072478679362,0.7465240906783225,0.0,0.37230915023156996,0.24829772102506287
110,0.5752277723447302,0.7333458549743961,0.22480171108346103,0.5755628694670207,0.39865418441997647,0.6215308393548975,0.15195388979919966,0.6344750576717608,0.49360101021305225,0.6409081601732889,0.0,0.28959854990271405,0.12714073244172108
111,0.49939953702927375,0.6048210836117605,0.37855499650234486,0.4126283861242936,0.6234017126556934,0.48938587230291564,0.1827542295495188,0.5366178356681912,0.37741020819213766,0.5422753457175541,0.0,0.31093761271939,0.21241764344201408
112,0.470752485279888,0.9316687863826436,0.8252634194073452,0.5853441409469444,0.5156109704442016,0.34223270289019814,0.7349200763259528,0.11989623698904506,0.24582461527616417,0.8903582638485517,0.0,0.5089246249758858,0.665084312835429
113,0.2672890549093806,0.6923567308059253,0.31695750904460096,0.5803729465255703,0.5158861273184987,0.1972864557381755,0.6794402955855005,0.3784344752478086,0.33942557081566327,0.5603103120193619,0.0,0.3955481318371378,0.08403847200719328
114,0.4826889136535899,0.4757155197140106,0.6538373969432089,0.699952577291078,0.538324369782508,0.5569582371897099,0.042237349551082236,0.19848364061816337,0.5761236144045195,0.5844372126952336,0.0,0.521154521549085,0.3659420276938872
115,0.2515479498291421,0.268486690505906,0.41452805348420524,0.47524539758805756,0.36802370893740166,0.40634255206625247,0.14000265440100265,0.7275410971401088,0.45694188054113083,0.6520628524410507,0.0,0.35721418130908644,0.178832099854499
116,0.5988080437272852,0.37387379710555724,0.34848350763697267,0.6546513981428508,0.5790550537772676,0.4972139296809981,0.4653694522517665,0.4456085180217402,0.3133644864442946,0.3812970027652629,0.0,0.6518722720510427,0.6680573606679908
117,0.46354937832451004,0.5347608178336323,0.40370152682580435,0.45060049328113977,0.44738052167334996,0.5789801802303725,0.6598045923374416,0.672018782196746,0.6952219595770514,0.6098872396868528,0.0,0.16313644959779913,0.30663722049260345
